date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Next_Day_AQI
2022-08-02,63,34.65,68.04,52.29,71.82,0.66,59.85,74.0
2022-09-02,74,40.7,79.92,61.42,84.36,0.78,70.3,58.0
2022-10-02,58,31.9,62.64,48.14,66.12,0.61,55.1,169.0
2022-11-02,169,92.95,182.52,140.27,192.66,1.77,160.55,216.0
2022-12-02,216,118.8,233.28,179.28,246.24,2.27,205.2,174.0
2022-02-13,174,95.7,187.92,144.42,198.36,1.83,165.3,128.0
2022-02-14,128,70.4,138.24,106.24,145.92,1.34,121.6,105.0
2022-02-15,105,57.75,113.4,87.15,119.7,1.1,99.75,93.0
2022-02-16,93,51.15,100.44,77.19,106.02,0.98,88.35,88.0
2022-02-17,88,48.4,95.04,73.04,100.32,0.92,83.6,111.0
2022-02-18,111,61.05,119.88,92.13,126.54,1.17,105.45,143.0
2022-02-19,143,78.65,154.44,118.69,163.02,1.5,135.85,132.0
2022-02-20,132,72.6,142.56,109.56,150.48,1.39,125.4,154.0
2022-02-21,154,84.7,166.32,127.82,175.56,1.62,146.3,158.0
2022-02-22,158,86.9,170.64,131.14,180.12,1.66,150.1,119.0
2022-02-23,119,65.45,128.52,98.77,135.66,1.25,113.05,168.0
2022-02-24,168,92.4,181.44,139.44,191.52,1.76,159.6,219.0
2022-02-25,219,120.45,236.52,181.77,249.66,2.3,208.05,223.0
2022-02-26,223,122.65,240.84,185.09,254.22,2.34,211.85,156.0
2022-02-27,156,85.8,168.48,129.48,177.84,1.64,148.2,215.0
2022-02-28,215,118.25,232.2,178.45,245.1,2.26,204.25,156.0
2022-01-03,156,85.8,168.48,129.48,177.84,1.64,148.2,187.0
2022-02-03,187,102.85,201.96,155.21,213.18,1.96,177.65,204.0
2022-03-03,204,112.2,220.32,169.32,232.56,2.14,193.8,172.0
2022-04-03,172,94.6,185.76,142.76,196.08,1.81,163.4,91.0
2022-05-03,91,50.05,98.28,75.53,103.74,0.96,86.45,108.0
2022-06-03,108,59.4,116.64,89.64,123.12,1.13,102.6,72.0
2022-07-03,72,39.6,77.76,59.76,82.08,0.76,68.4,89.0
2022-08-03,89,48.95,96.12,73.87,101.46,0.93,84.55,80.0
2022-09-03,80,44.0,86.4,66.4,91.2,0.84,76.0,58.0
2022-10-03,58,31.9,62.64,48.14,66.12,0.61,55.1,141.0
2022-11-03,141,77.55,152.28,117.03,160.74,1.48,133.95,219.0
2022-12-03,219,120.45,236.52,181.77,249.66,2.3,208.05,170.0
2022-03-13,170,93.5,183.6,141.1,193.8,1.79,161.5,167.0
2022-03-14,167,91.85,180.36,138.61,190.38,1.75,158.65,198.0
2022-03-15,198,108.9,213.84,164.34,225.72,2.08,188.1,184.0
2022-03-16,184,101.2,198.72,152.72,209.76,1.93,174.8,189.0
2022-03-17,189,103.95,204.12,156.87,215.46,1.98,179.55,187.0
2022-03-18,187,102.85,201.96,155.21,213.18,1.96,177.65,111.0
2022-03-19,111,61.05,119.88,92.13,126.54,1.17,105.45,106.0
2022-03-20,106,58.3,114.48,87.98,120.84,1.11,100.7,159.0
2022-03-21,159,87.45,171.72,131.97,181.26,1.67,151.05,152.0
2022-03-22,152,83.6,164.16,126.16,173.28,1.6,144.4,155.0
2022-03-23,155,85.25,167.4,128.65,176.7,1.63,147.25,211.0
2022-03-24,211,116.05,227.88,175.13,240.54,2.22,200.45,132.0
2022-03-25,132,72.6,142.56,109.56,150.48,1.39,125.4,109.0
2022-03-26,109,59.95,117.72,90.47,124.26,1.14,103.55,110.0
2022-03-27,110,60.5,118.8,91.3,125.4,1.16,104.5,113.0
2022-03-28,113,62.15,122.04,93.79,128.82,1.19,107.35,127.0
2022-03-29,127,69.85,137.16,105.41,144.78,1.33,120.65,128.0
2022-03-30,128,70.4,138.24,106.24,145.92,1.34,121.6,105.0
2022-03-31,105,57.75,113.4,87.15,119.7,1.1,99.75,184.0
2022-01-04,184,101.2,198.72,152.72,209.76,1.93,174.8,162.0
2022-02-04,162,89.1,174.96,134.46,184.68,1.7,153.9,177.0
2022-03-04,177,97.35,191.16,146.91,201.78,1.86,168.15,142.0
2022-04-04,142,78.1,153.36,117.86,161.88,1.49,134.9,103.0
2022-05-04,103,56.65,111.24,85.49,117.42,1.08,97.85,77.0
2022-06-04,77,42.35,83.16,63.91,87.78,0.81,73.15,65.0
2022-07-04,65,35.75,70.2,53.95,74.1,0.68,61.75,61.0
2022-08-04,61,33.55,65.88,50.63,69.54,0.64,57.95,69.0
2022-09-04,69,37.95,74.52,57.27,78.66,0.72,65.55,70.0
2022-10-04,70,38.5,75.6,58.1,79.8,0.74,66.5,145.0
2022-11-04,145,79.75,156.6,120.35,165.3,1.52,137.75,249.0
2022-12-04,249,136.95,268.92,206.67,283.86,2.61,236.55,92.0
2022-04-13,92,50.6,99.36,76.36,104.88,0.97,87.4,88.0
2022-04-14,88,48.4,95.04,73.04,100.32,0.92,83.6,72.0
2022-04-15,72,39.6,77.76,59.76,82.08,0.76,68.4,89.0
2022-04-16,89,48.95,96.12,73.87,101.46,0.93,84.55,94.0
2022-04-17,94,51.7,101.52,78.02,107.16,0.99,89.3,83.0
2022-04-18,83,45.65,89.64,68.89,94.62,0.87,78.85,80.0
2022-04-19,80,44.0,86.4,66.4,91.2,0.84,76.0,81.0
2022-04-20,81,44.55,87.48,67.23,92.34,0.85,76.95,125.0
2022-04-21,125,68.75,135.0,103.75,142.5,1.31,118.75,127.0
2022-04-22,127,69.85,137.16,105.41,144.78,1.33,120.65,139.0
2022-04-23,139,76.45,150.12,115.37,158.46,1.46,132.05,104.0
2022-04-24,104,57.2,112.32,86.32,118.56,1.09,98.8,91.0
2022-04-25,91,50.05,98.28,75.53,103.74,0.96,86.45,101.0
2022-04-26,101,55.55,109.08,83.83,115.14,1.06,95.95,85.0
2022-04-27,85,46.75,91.8,70.55,96.9,0.89,80.75,114.0
2022-04-28,114,62.7,123.12,94.62,129.96,1.2,108.3,102.0
2022-04-29,102,56.1,110.16,84.66,116.28,1.07,96.9,86.0
2022-04-30,86,47.3,92.88,71.38,98.04,0.9,81.7,219.0
2022-01-05,219,120.45,236.52,181.77,249.66,2.3,208.05,276.0
2022-02-05,276,151.8,298.08,229.08,314.64,2.9,262.2,167.0
2022-03-05,167,91.85,180.36,138.61,190.38,1.75,158.65,108.0
2022-04-05,108,59.4,116.64,89.64,123.12,1.13,102.6,118.0
2022-05-05,118,64.9,127.44,97.94,134.52,1.24,112.1,69.0
2022-06-05,69,37.95,74.52,57.27,78.66,0.72,65.55,60.0
2022-07-05,60,33.0,64.8,49.8,68.4,0.63,57.0,71.0
2022-08-05,71,39.05,76.68,58.93,80.94,0.75,67.45,60.0
2022-09-05,60,33.0,64.8,49.8,68.4,0.63,57.0,75.0
2022-10-05,75,41.25,81.0,62.25,85.5,0.79,71.25,159.0
2022-11-05,159,87.45,171.72,131.97,181.26,1.67,151.05,272.0
2022-12-05,272,149.6,293.76,225.76,310.08,2.86,258.4,123.0
2022-05-13,123,67.65,132.84,102.09,140.22,1.29,116.85,132.0
2022-05-14,132,72.6,142.56,109.56,150.48,1.39,125.4,118.0
2022-05-15,118,64.9,127.44,97.94,134.52,1.24,112.1,131.0
2022-05-16,131,72.05,141.48,108.73,149.34,1.38,124.45,157.0
2022-05-17,157,86.35,169.56,130.31,178.98,1.65,149.15,212.0
2022-05-18,212,116.6,228.96,175.96,241.68,2.23,201.4,238.0
2022-05-19,238,130.9,257.04,197.54,271.32,2.5,226.1,179.0
2022-05-20,179,98.45,193.32,148.57,204.06,1.88,170.05,147.0
2022-05-21,147,80.85,158.76,122.01,167.58,1.54,139.65,106.0
2022-05-22,106,58.3,114.48,87.98,120.84,1.11,100.7,83.0
2022-05-23,83,45.65,89.64,68.89,94.62,0.87,78.85,88.0
2022-05-24,88,48.4,95.04,73.04,100.32,0.92,83.6,97.0
2022-05-25,97,53.35,104.76,80.51,110.58,1.02,92.15,95.0
2022-05-26,95,52.25,102.6,78.85,108.3,1.0,90.25,76.0
2022-05-27,76,41.8,82.08,63.08,86.64,0.8,72.2,86.0
2022-05-28,86,47.3,92.88,71.38,98.04,0.9,81.7,83.0
2022-05-29,83,45.65,89.64,68.89,94.62,0.87,78.85,66.0
2022-05-30,66,36.3,71.28,54.78,75.24,0.69,62.7,87.0
2022-05-31,87,47.85,93.96,72.21,99.18,0.91,82.65,170.0
2022-01-06,170,93.5,183.6,141.1,193.8,1.79,161.5,228.0
2022-02-06,228,125.4,246.24,189.24,259.92,2.39,216.6,185.0
2022-03-06,185,101.75,199.8,153.55,210.9,1.94,175.75,98.0
2022-04-06,98,53.9,105.84,81.34,111.72,1.03,93.1,139.0
2022-05-06,139,76.45,150.12,115.37,158.46,1.46,132.05,70.0
2022-06-06,70,38.5,75.6,58.1,79.8,0.74,66.5,61.0
2022-07-06,61,33.55,65.88,50.63,69.54,0.64,57.95,50.0
2022-08-06,50,27.5,54.0,41.5,57.0,0.53,47.5,61.0
2022-09-06,61,33.55,65.88,50.63,69.54,0.64,57.95,67.0
2022-10-06,67,36.85,72.36,55.61,76.38,0.7,63.65,158.0
2022-11-06,158,86.9,170.64,131.14,180.12,1.66,150.1,275.0
2022-12-06,275,151.25,297.0,228.25,313.5,2.89,261.25,56.0
2022-06-13,56,30.8,60.48,46.48,63.84,0.59,53.2,65.0
2022-06-14,65,35.75,70.2,53.95,74.1,0.68,61.75,56.0
2022-06-15,56,30.8,60.48,46.48,63.84,0.59,53.2,51.0
2022-06-16,51,28.05,55.08,42.33,58.14,0.54,48.45,65.0
2022-06-17,65,35.75,70.2,53.95,74.1,0.68,61.75,60.0
2022-06-18,60,33.0,64.8,49.8,68.4,0.63,57.0,45.0
2022-06-19,45,24.75,48.6,37.35,51.3,0.47,42.75,44.0
2022-06-20,44,24.2,47.52,36.52,50.16,0.46,41.8,48.0
2022-06-21,48,26.4,51.84,39.84,54.72,0.5,45.6,58.0
2022-06-22,58,31.9,62.64,48.14,66.12,0.61,55.1,52.0
2022-06-23,52,28.6,56.16,43.16,59.28,0.55,49.4,48.0
2022-06-24,48,26.4,51.84,39.84,54.72,0.5,45.6,49.0
2022-06-25,49,26.95,52.92,40.67,55.86,0.51,46.55,55.0
2022-06-26,55,30.25,59.4,45.65,62.7,0.58,52.25,54.0
2022-06-27,54,29.7,58.32,44.82,61.56,0.57,51.3,51.0
2022-06-28,51,28.05,55.08,42.33,58.14,0.54,48.45,59.0
2022-06-29,59,32.45,63.72,48.97,67.26,0.62,56.05,58.0
2022-06-30,58,31.9,62.64,48.14,66.12,0.61,55.1,204.0
2022-01-07,204,112.2,220.32,169.32,232.56,2.14,193.8,181.0
2022-02-07,181,99.55,195.48,150.23,206.34,1.9,171.95,170.0
2022-03-07,170,93.5,183.6,141.1,193.8,1.79,161.5,104.0
2022-04-07,104,57.2,112.32,86.32,118.56,1.09,98.8,189.0
2022-05-07,189,103.95,204.12,156.87,215.46,1.98,179.55,71.0
2022-06-07,71,39.05,76.68,58.93,80.94,0.75,67.45,56.0
2022-07-07,56,30.8,60.48,46.48,63.84,0.59,53.2,51.0
2022-08-07,51,28.05,55.08,42.33,58.14,0.54,48.45,69.0
2022-09-07,69,37.95,74.52,57.27,78.66,0.72,65.55,70.0
2022-10-07,70,38.5,75.6,58.1,79.8,0.74,66.5,146.0
2022-11-07,146,80.3,157.68,121.18,166.44,1.53,138.7,271.0
2022-12-07,271,149.05,292.68,224.93,308.94,2.85,257.45,62.0
2022-07-13,62,34.1,66.96,51.46,70.68,0.65,58.9,53.0
2022-07-14,53,29.15,57.24,43.99,60.42,0.56,50.35,56.0
2022-07-15,56,30.8,60.48,46.48,63.84,0.59,53.2,62.0
2022-07-16,62,34.1,66.96,51.46,70.68,0.65,58.9,64.0
2022-07-17,64,35.2,69.12,53.12,72.96,0.67,60.8,85.0
2022-07-18,85,46.75,91.8,70.55,96.9,0.89,80.75,83.0
2022-07-19,83,45.65,89.64,68.89,94.62,0.87,78.85,58.0
2022-07-20,58,31.9,62.64,48.14,66.12,0.61,55.1,63.0
2022-07-21,63,34.65,68.04,52.29,71.82,0.66,59.85,63.0
2022-07-22,63,34.65,68.04,52.29,71.82,0.66,59.85,60.0
2022-07-23,60,33.0,64.8,49.8,68.4,0.63,57.0,48.0
2022-07-24,48,26.4,51.84,39.84,54.72,0.5,45.6,49.0
2022-07-25,49,26.95,52.92,40.67,55.86,0.51,46.55,50.0
2022-07-26,50,27.5,54.0,41.5,57.0,0.53,47.5,67.0
2022-07-27,67,36.85,72.36,55.61,76.38,0.7,63.65,73.0
2022-07-28,73,40.15,78.84,60.59,83.22,0.77,69.35,81.0
2022-07-29,81,44.55,87.48,67.23,92.34,0.85,76.95,71.0
2022-07-30,71,39.05,76.68,58.93,80.94,0.75,67.45,74.0
2022-07-31,74,40.7,79.92,61.42,84.36,0.78,70.3,134.0
2022-01-08,134,73.7,144.72,111.22,152.76,1.41,127.3,116.0
2022-02-08,116,63.8,125.28,96.28,132.24,1.22,110.2,204.0
2022-03-08,204,112.2,220.32,169.32,232.56,2.14,193.8,106.0
2022-04-08,106,58.3,114.48,87.98,120.84,1.11,100.7,169.0
2022-05-08,169,92.95,182.52,140.27,192.66,1.77,160.55,70.0
2022-06-08,70,38.5,75.6,58.1,79.8,0.74,66.5,68.0
2022-07-08,68,37.4,73.44,56.44,77.52,0.71,64.6,48.0
2022-08-08,48,26.4,51.84,39.84,54.72,0.5,45.6,62.0
2022-09-08,62,34.1,66.96,51.46,70.68,0.65,58.9,67.0
2022-10-08,67,36.85,72.36,55.61,76.38,0.7,63.65,168.0
2022-11-08,168,92.4,181.44,139.44,191.52,1.76,159.6,255.0
2022-12-08,255,140.25,275.4,211.65,290.7,2.68,242.25,45.0
2022-08-13,45,24.75,48.6,37.35,51.3,0.47,42.75,68.0
2022-08-14,68,37.4,73.44,56.44,77.52,0.71,64.6,79.0
2022-08-15,79,43.45,85.32,65.57,90.06,0.83,75.05,80.0
2022-08-16,80,44.0,86.4,66.4,91.2,0.84,76.0,67.0
2022-08-17,67,36.85,72.36,55.61,76.38,0.7,63.65,55.0
2022-08-18,55,30.25,59.4,45.65,62.7,0.58,52.25,57.0
2022-08-19,57,31.35,61.56,47.31,64.98,0.6,54.15,55.0
2022-08-20,55,30.25,59.4,45.65,62.7,0.58,52.25,57.0
2022-08-21,57,31.35,61.56,47.31,64.98,0.6,54.15,58.0
2022-08-22,58,31.9,62.64,48.14,66.12,0.61,55.1,53.0
2022-08-23,53,29.15,57.24,43.99,60.42,0.56,50.35,53.0
2022-08-24,53,29.15,57.24,43.99,60.42,0.56,50.35,72.0
2022-08-25,72,39.6,77.76,59.76,82.08,0.76,68.4,64.0
2022-08-26,64,35.2,69.12,53.12,72.96,0.67,60.8,74.0
2022-08-27,74,40.7,79.92,61.42,84.36,0.78,70.3,71.0
2022-08-28,71,39.05,76.68,58.93,80.94,0.75,67.45,68.0
2022-08-29,68,37.4,73.44,56.44,77.52,0.71,64.6,88.0
2022-08-30,88,48.4,95.04,73.04,100.32,0.92,83.6,81.0
2022-08-31,81,44.55,87.48,67.23,92.34,0.85,76.95,88.0
2022-01-09,88,48.4,95.04,73.04,100.32,0.92,83.6,103.0
2022-02-09,103,56.65,111.24,85.49,117.42,1.08,97.85,210.0
2022-03-09,210,115.5,226.8,174.3,239.4,2.21,199.5,81.0
2022-04-09,81,44.55,87.48,67.23,92.34,0.85,76.95,117.0
2022-05-09,117,64.35,126.36,97.11,133.38,1.23,111.15,56.0
2022-06-09,56,30.8,60.48,46.48,63.84,0.59,53.2,68.0
2022-07-09,68,37.4,73.44,56.44,77.52,0.71,64.6,45.0
2022-08-09,45,24.75,48.6,37.35,51.3,0.47,42.75,72.0
2022-09-09,72,39.6,77.76,59.76,82.08,0.76,68.4,64.0
2022-10-09,64,35.2,69.12,53.12,72.96,0.67,60.8,192.0
2022-11-09,192,105.6,207.36,159.36,218.88,2.02,182.4,190.0
2022-12-09,190,104.5,205.2,157.7,216.6,2.0,180.5,62.0
2022-09-13,62,34.1,66.96,51.46,70.68,0.65,58.9,53.0
2022-09-14,53,29.15,57.24,43.99,60.42,0.56,50.35,51.0
2022-09-15,51,28.05,55.08,42.33,58.14,0.54,48.45,50.0
2022-09-16,50,27.5,54.0,41.5,57.0,0.53,47.5,46.0
2022-09-17,46,25.3,49.68,38.18,52.44,0.48,43.7,39.0
2022-09-18,39,21.45,42.12,32.37,44.46,0.41,37.05,46.0
2022-09-19,46,25.3,49.68,38.18,52.44,0.48,43.7,61.0
2022-09-20,61,33.55,65.88,50.63,69.54,0.64,57.95,54.0
2022-09-21,54,29.7,58.32,44.82,61.56,0.57,51.3,50.0
2022-09-22,50,27.5,54.0,41.5,57.0,0.53,47.5,60.0
2022-09-23,60,33.0,64.8,49.8,68.4,0.63,57.0,49.0
2022-09-24,49,26.95,52.92,40.67,55.86,0.51,46.55,54.0
2022-09-25,54,29.7,58.32,44.82,61.56,0.57,51.3,58.0
2022-09-26,58,31.9,62.64,48.14,66.12,0.61,55.1,67.0
2022-09-27,67,36.85,72.36,55.61,76.38,0.7,63.65,67.0
2022-09-28,67,36.85,72.36,55.61,76.38,0.7,63.65,70.0
2022-09-29,70,38.5,75.6,58.1,79.8,0.74,66.5,70.0
2022-09-30,70,38.5,75.6,58.1,79.8,0.74,66.5,74.0
2022-01-10,74,40.7,79.92,61.42,84.36,0.78,70.3,138.0
2022-02-10,138,75.9,149.04,114.54,157.32,1.45,131.1,206.0
2022-03-10,206,113.3,222.48,170.98,234.84,2.16,195.7,74.0
2022-04-10,74,40.7,79.92,61.42,84.36,0.78,70.3,114.0
2022-05-10,114,62.7,123.12,94.62,129.96,1.2,108.3,62.0
2022-06-10,62,34.1,66.96,51.46,70.68,0.65,58.9,65.0
2022-07-10,65,35.75,70.2,53.95,74.1,0.68,61.75,46.0
2022-08-10,46,25.3,49.68,38.18,52.44,0.48,43.7,66.0
2022-09-10,66,36.3,71.28,54.78,75.24,0.69,62.7,72.0
2022-10-10,72,39.6,77.76,59.76,82.08,0.76,68.4,179.0
2022-11-10,179,98.45,193.32,148.57,204.06,1.88,170.05,170.0
2022-12-10,170,93.5,183.6,141.1,193.8,1.79,161.5,80.0
2022-10-13,80,44.0,86.4,66.4,91.2,0.84,76.0,79.0
2022-10-14,79,43.45,85.32,65.57,90.06,0.83,75.05,82.0
2022-10-15,82,45.1,88.56,68.06,93.48,0.86,77.9,107.0
2022-10-16,107,58.85,115.56,88.81,121.98,1.12,101.65,99.0
2022-10-17,99,54.45,106.92,82.17,112.86,1.04,94.05,85.0
2022-10-18,85,46.75,91.8,70.55,96.9,0.89,80.75,80.0
2022-10-19,80,44.0,86.4,66.4,91.2,0.84,76.0,87.0
2022-10-20,87,47.85,93.96,72.21,99.18,0.91,82.65,100.0
2022-10-21,100,55.0,108.0,83.0,114.0,1.05,95.0,82.0
2022-10-22,82,45.1,88.56,68.06,93.48,0.86,77.9,123.0
2022-10-23,123,67.65,132.84,102.09,140.22,1.29,116.85,136.0
2022-10-24,136,74.8,146.88,112.88,155.04,1.43,129.2,213.0
2022-10-25,213,117.15,230.04,176.79,242.82,2.24,202.35,159.0
2022-10-26,159,87.45,171.72,131.97,181.26,1.67,151.05,163.0
2022-10-27,163,89.65,176.04,135.29,185.82,1.71,154.85,151.0
2022-10-28,151,83.05,163.08,125.33,172.14,1.59,143.45,144.0
2022-10-29,144,79.2,155.52,119.52,164.16,1.51,136.8,127.0
2022-10-30,127,69.85,137.16,105.41,144.78,1.33,120.65,130.0
2022-10-31,130,71.5,140.4,107.9,148.2,1.37,123.5,137.0
2022-01-11,137,75.35,147.96,113.71,156.18,1.44,130.15,159.0
2022-02-11,159,87.45,171.72,131.97,181.26,1.67,151.05,195.0
2022-03-11,195,107.25,210.6,161.85,222.3,2.05,185.25,71.0
2022-04-11,71,39.05,76.68,58.93,80.94,0.75,67.45,118.0
2022-05-11,118,64.9,127.44,97.94,134.52,1.24,112.1,59.0
2022-06-11,59,32.45,63.72,48.97,67.26,0.62,56.05,68.0
2022-07-11,68,37.4,73.44,56.44,77.52,0.71,64.6,43.0
2022-08-11,43,23.65,46.44,35.69,49.02,0.45,40.85,71.0
2022-09-11,71,39.05,76.68,58.93,80.94,0.75,67.45,67.0
2022-10-11,67,36.85,72.36,55.61,76.38,0.7,63.65,158.0
2022-11-11,158,86.9,170.64,131.14,180.12,1.66,150.1,198.0
2022-12-11,198,108.9,213.84,164.34,225.72,2.08,188.1,161.0
2022-11-13,161,88.55,173.88,133.63,183.54,1.69,152.95,178.0
2022-11-14,178,97.9,192.24,147.74,202.92,1.87,169.1,220.0
2022-11-15,220,121.0,237.6,182.6,250.8,2.31,209.0,190.0
2022-11-16,190,104.5,205.2,157.7,216.6,2.0,180.5,167.0
2022-11-17,167,91.85,180.36,138.61,190.38,1.75,158.65,128.0
2022-11-18,128,70.4,138.24,106.24,145.92,1.34,121.6,134.0
2022-11-19,134,73.7,144.72,111.22,152.76,1.41,127.3,143.0
2022-11-20,143,78.65,154.44,118.69,163.02,1.5,135.85,138.0
2022-11-21,138,75.9,149.04,114.54,157.32,1.45,131.1,173.0
2022-11-22,173,95.15,186.84,143.59,197.22,1.82,164.35,195.0
2022-11-23,195,107.25,210.6,161.85,222.3,2.05,185.25,211.0
2022-11-24,211,116.05,227.88,175.13,240.54,2.22,200.45,231.0
2022-11-25,231,127.05,249.48,191.73,263.34,2.43,219.45,243.0
2022-11-26,243,133.65,262.44,201.69,277.02,2.55,230.85,238.0
2022-11-27,238,130.9,257.04,197.54,271.32,2.5,226.1,167.0
2022-11-28,167,91.85,180.36,138.61,190.38,1.75,158.65,158.0
2022-11-29,158,86.9,170.64,131.14,180.12,1.66,150.1,198.0
2022-11-30,198,108.9,213.84,164.34,225.72,2.08,188.1,132.0
2022-01-12,132,72.6,142.56,109.56,150.48,1.39,125.4,153.0
2022-02-12,153,84.15,165.24,126.99,174.42,1.61,145.35,168.0
2022-03-12,168,92.4,181.44,139.44,191.52,1.76,159.6,94.0
2022-04-12,94,51.7,101.52,78.02,107.16,0.99,89.3,122.0
2022-05-12,122,67.1,131.76,101.26,139.08,1.28,115.9,55.0
2022-06-12,55,30.25,59.4,45.65,62.7,0.58,52.25,54.0
2022-07-12,54,29.7,58.32,44.82,61.56,0.57,51.3,46.0
2022-08-12,46,25.3,49.68,38.18,52.44,0.48,43.7,65.0
2022-09-12,65,35.75,70.2,53.95,74.1,0.68,61.75,74.0
2022-10-12,74,40.7,79.92,61.42,84.36,0.78,70.3,156.0
2022-11-12,156,85.8,168.48,129.48,177.84,1.64,148.2,168.0
2022-12-12,168,92.4,181.44,139.44,191.52,1.76,159.6,169.0
2022-12-13,169,92.95,182.52,140.27,192.66,1.77,160.55,127.0
2022-12-14,127,69.85,137.16,105.41,144.78,1.33,120.65,117.0
2022-12-15,117,64.35,126.36,97.11,133.38,1.23,111.15,142.0
2022-12-16,142,78.1,153.36,117.86,161.88,1.49,134.9,152.0
2022-12-17,152,83.6,164.16,126.16,173.28,1.6,144.4,165.0
2022-12-18,165,90.75,178.2,136.95,188.1,1.73,156.75,138.0
2022-12-19,138,75.9,149.04,114.54,157.32,1.45,131.1,161.0
2022-12-20,161,88.55,173.88,133.63,183.54,1.69,152.95,189.0
2022-12-21,189,103.95,204.12,156.87,215.46,1.98,179.55,242.0
2022-12-22,242,133.1,261.36,200.86,275.88,2.54,229.9,238.0
2022-12-23,238,130.9,257.04,197.54,271.32,2.5,226.1,175.0
2022-12-24,175,96.25,189.0,145.25,199.5,1.84,166.25,186.0
2022-12-25,186,102.3,200.88,154.38,212.04,1.95,176.7,198.0
2022-12-26,198,108.9,213.84,164.34,225.72,2.08,188.1,241.0
2022-12-27,241,132.55,260.28,200.03,274.74,2.53,228.95,240.0
2022-12-28,240,132.0,259.2,199.2,273.6,2.52,228.0,238.0
2022-12-29,238,130.9,257.04,197.54,271.32,2.5,226.1,229.0
2022-12-30,229,125.95,247.32,190.07,261.06,2.4,217.55,222.0
2022-12-31,222,122.1,239.76,184.26,253.08,2.33,210.9,147.0
2023-01-01,147,80.85,158.76,122.01,167.58,1.54,139.65,227.0
2023-02-01,227,124.85,245.16,188.41,258.78,2.38,215.65,174.0
2023-03-01,174,95.7,187.92,144.42,198.36,1.83,165.3,108.0
2023-04-01,108,59.4,116.64,89.64,123.12,1.13,102.6,74.0
2023-05-01,74,40.7,79.92,61.42,84.36,0.78,70.3,89.0
2023-06-01,89,48.95,96.12,73.87,101.46,0.93,84.55,67.0
2023-07-01,67,36.85,72.36,55.61,76.38,0.7,63.65,54.0
2023-08-01,54,29.7,58.32,44.82,61.56,0.57,51.3,84.0
2023-09-01,84,46.2,90.72,69.72,95.76,0.88,79.8,87.0
2023-10-01,87,47.85,93.96,72.21,99.18,0.91,82.65,175.0
2023-11-01,175,96.25,189.0,145.25,199.5,1.84,166.25,127.0
2023-12-01,127,69.85,137.16,105.41,144.78,1.33,120.65,134.0
2023-01-13,134,73.7,144.72,111.22,152.76,1.41,127.3,240.0
2023-01-14,240,132.0,259.2,199.2,273.6,2.52,228.0,198.0
2023-01-15,198,108.9,213.84,164.34,225.72,2.08,188.1,214.0
2023-01-16,214,117.7,231.12,177.62,243.96,2.25,203.3,236.0
2023-01-17,236,129.8,254.88,195.88,269.04,2.48,224.2,264.0
2023-01-18,264,145.2,285.12,219.12,300.96,2.77,250.8,256.0
2023-01-19,256,140.8,276.48,212.48,291.84,2.69,243.2,231.0
2023-01-20,231,127.05,249.48,191.73,263.34,2.43,219.45,175.0
2023-01-21,175,96.25,189.0,145.25,199.5,1.84,166.25,168.0
2023-01-22,168,92.4,181.44,139.44,191.52,1.76,159.6,170.0
2023-01-23,170,93.5,183.6,141.1,193.8,1.79,161.5,175.0
2023-01-24,175,96.25,189.0,145.25,199.5,1.84,166.25,209.0
2023-01-25,209,114.95,225.72,173.47,238.26,2.19,198.55,232.0
2023-01-26,232,127.6,250.56,192.56,264.48,2.44,220.4,254.0
2023-01-27,254,139.7,274.32,210.82,289.56,2.67,241.3,244.0
2023-01-28,244,134.2,263.52,202.52,278.16,2.56,231.8,176.0
2023-01-29,176,96.8,190.08,146.08,200.64,1.85,167.2,154.0
2023-01-30,154,84.7,166.32,127.82,175.56,1.62,146.3,225.0
2023-01-31,225,123.75,243.0,186.75,256.5,2.36,213.75,188.0
2023-01-02,188,103.4,203.04,156.04,214.32,1.97,178.6,180.0
2023-02-02,180,99.0,194.4,149.4,205.2,1.89,171.0,205.0
2023-03-02,205,112.75,221.4,170.15,233.7,2.15,194.75,93.0
2023-04-02,93,51.15,100.44,77.19,106.02,0.98,88.35,78.0
2023-05-02,78,42.9,84.24,64.74,88.92,0.82,74.1,84.0
2023-06-02,84,46.2,90.72,69.72,95.76,0.88,79.8,54.0
2023-07-02,54,29.7,58.32,44.82,61.56,0.57,51.3,58.0
2023-08-02,58,31.9,62.64,48.14,66.12,0.61,55.1,81.0
2023-09-02,81,44.55,87.48,67.23,92.34,0.85,76.95,97.0
2023-10-02,97,53.35,104.76,80.51,110.58,1.02,92.15,169.0
2023-11-02,169,92.95,182.52,140.27,192.66,1.77,160.55,138.0
2023-12-02,138,75.9,149.04,114.54,157.32,1.45,131.1,146.0
2023-02-13,146,80.3,157.68,121.18,166.44,1.53,138.7,203.0
2023-02-14,203,111.65,219.24,168.49,231.42,2.13,192.85,224.0
2023-02-15,224,123.2,241.92,185.92,255.36,2.35,212.8,199.0
2023-02-16,199,109.45,214.92,165.17,226.86,2.09,189.05,201.0
2023-02-17,201,110.55,217.08,166.83,229.14,2.11,190.95,185.0
2023-02-18,185,101.75,199.8,153.55,210.9,1.94,175.75,191.0
2023-02-19,191,105.05,206.28,158.53,217.74,2.01,181.45,183.0
