date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Next_Day_AQI,temperature_2m,relative_humidity_2m,wind_speed_10m
2021-05-02,71,39.05,76.68,58.93,80.94,0.75,67.45,50.0,26.09325,52.67324313,11.8936086
2021-06-02,50,27.5,54.0,41.5,57.0,0.53,47.5,62.0,26.40783358,46.62941475,10.9540735
2021-07-02,62,34.1,66.96,51.46,70.68,0.65,58.9,58.0,24.72033333,56.83967446,9.239232663
2021-08-02,58,31.9,62.64,48.14,66.12,0.61,55.1,52.0,24.40991667,59.95357363,11.91260823
2021-09-02,52,28.6,56.16,43.16,59.28,0.55,49.4,77.0,24.487,48.57914675,14.50636773
2021-10-02,77,42.35,83.16,63.91,87.78,0.81,73.15,211.0,25.2995,43.81746854,13.96382504
2021-11-02,211,116.05,227.88,175.13,240.54,2.22,200.45,78.0,25.55575013,39.65749083,13.58151233
2021-12-02,78,42.9,84.24,64.74,88.92,0.82,74.1,182.0,24.80158371,43.63577488,11.9698219
2021-02-13,182,100.1,196.56,151.06,207.48,1.91,172.9,132.0,24.27658346,49.48517654,10.89285171
2021-02-14,132,72.6,142.56,109.56,150.48,1.39,125.4,100.0,23.97866667,56.51606163,9.503004771
2021-02-15,100,55.0,108.0,83.0,114.0,1.05,95.0,99.0,24.98283346,54.1163465,9.711349575
2021-02-16,99,54.45,106.92,82.17,112.86,1.04,94.05,100.0,24.39325,65.98801121,11.43325217
2021-02-17,100,55.0,108.0,83.0,114.0,1.05,95.0,206.0,24.36825,66.36875587,11.97073608
2021-02-18,206,113.3,222.48,170.98,234.84,2.16,195.7,120.0,24.57866667,68.92467033,12.00144425
2021-02-19,120,66.0,129.6,99.6,136.8,1.26,114.0,116.0,24.1995,75.17090971,13.12802816
2021-02-20,116,63.8,125.28,96.28,132.24,1.22,110.2,119.0,23.70991667,78.7192675,12.31699881
2021-02-21,119,65.45,128.52,98.77,135.66,1.25,113.05,144.0,24.24116667,72.4867315,12.19500976
2021-02-22,144,79.2,155.52,119.52,164.16,1.51,136.8,169.0,25.66616667,66.70967225,7.751942942
2021-02-23,169,92.95,182.52,140.27,192.66,1.77,160.55,224.0,25.59741679,60.92733975,10.28152219
2021-02-24,224,123.2,241.92,185.92,255.36,2.35,212.8,191.0,25.94533333,50.34694421,11.75325222
2021-02-25,191,105.05,206.28,158.53,217.74,2.01,181.45,127.0,27.30575038,47.03816233,12.34601323
2021-02-26,127,69.85,137.16,105.41,144.78,1.33,120.65,110.0,26.84950038,60.44798088,10.13081913
2021-02-27,110,60.5,118.8,91.3,125.4,1.16,104.5,139.0,27.02241667,58.28538317,8.682352638
2021-02-28,139,76.45,150.12,115.37,158.46,1.46,132.05,251.0,27.24116679,60.36534875,9.047248929
2021-01-03,251,138.05,271.08,208.33,286.14,2.64,238.45,188.0,27.32450013,55.14563404,13.7895219
2021-02-03,188,103.4,203.04,156.04,214.32,1.97,178.6,142.0,26.07241667,69.80903738,12.22529032
2021-03-03,142,78.1,153.36,117.86,161.88,1.49,134.9,139.0,26.53075,65.87118758,12.89400819
2021-04-03,139,76.45,150.12,115.37,158.46,1.46,132.05,105.0,27.9995005,51.79392021,12.68698215
2021-05-03,105,57.75,113.4,87.15,119.7,1.1,99.75,53.0,28.50366704,48.36281275,13.60191735
2021-06-03,53,29.15,57.24,43.99,60.42,0.56,50.35,60.0,28.20991692,41.52079258,13.32514328
2021-07-03,60,33.0,64.8,49.8,68.4,0.63,57.0,50.0,28.42241692,40.62542017,11.41299435
2021-08-03,50,27.5,54.0,41.5,57.0,0.53,47.5,53.0,29.28283383,34.03101596,12.8230066
2021-09-03,53,29.15,57.24,43.99,60.42,0.56,50.35,78.0,27.82866717,55.06969533,10.74917329
2021-10-03,78,42.9,84.24,64.74,88.92,0.82,74.1,179.0,26.25366667,78.68768846,9.076371246
2021-11-03,179,98.45,193.32,148.57,204.06,1.88,170.05,93.0,26.36200012,63.61335904,11.21951113
2021-12-03,93,51.15,100.44,77.19,106.02,0.98,88.35,152.0,26.67033333,65.05425838,12.33964863
2021-03-13,152,83.6,164.16,126.16,173.28,1.6,144.4,157.0,28.0682505,55.078926,13.24729475
2021-03-14,157,86.35,169.56,130.31,178.98,1.65,149.15,156.0,27.30575025,64.34319254,11.42873695
2021-03-15,156,85.8,168.48,129.48,177.84,1.64,148.2,151.0,26.39116667,71.43323692,12.05238222
2021-03-16,151,83.05,163.08,125.33,172.14,1.59,143.45,158.0,27.28283346,58.12455975,13.80057063
2021-03-17,158,86.9,170.64,131.14,180.12,1.66,150.1,154.0,28.87241754,46.97394225,13.1122341
2021-03-18,154,84.7,166.32,127.82,175.56,1.62,146.3,145.0,28.78908371,46.42880092,12.18954482
2021-03-19,145,79.75,156.6,120.35,165.3,1.52,137.75,161.0,28.92033358,48.71047658,13.60439077
2021-03-20,161,88.55,173.88,133.63,183.54,1.69,152.95,171.0,28.48491704,54.54314308,13.2819336
2021-03-21,171,94.05,184.68,141.93,194.94,1.8,162.45,143.0,29.08908383,50.44830004,12.55112305
2021-03-22,143,78.65,154.44,118.69,163.02,1.5,135.85,160.0,27.91200025,61.85751933,11.30514085
2021-03-23,160,88.0,172.8,132.8,182.4,1.68,152.0,193.0,26.98491679,68.61096646,12.63354926
2021-03-24,193,106.15,208.44,160.19,220.02,2.03,183.35,170.0,26.48908333,75.15005388,9.525256117
2021-03-25,170,93.5,183.6,141.1,193.8,1.79,161.5,170.0,27.19741679,74.42236392,7.963357725
2021-03-26,170,93.5,183.6,141.1,193.8,1.79,161.5,177.0,28.04950037,63.92147146,10.00240535
2021-03-27,177,97.35,191.16,146.91,201.78,1.86,168.15,172.0,28.86408346,50.64143146,11.8265298
2021-03-28,172,94.6,185.76,142.76,196.08,1.81,163.4,130.0,29.91408408,45.44042288,11.38665035
2021-03-29,130,71.5,140.4,107.9,148.2,1.37,123.5,75.0,31.07033396,29.83078713,14.44605477
2021-03-30,75,41.25,81.0,62.25,85.5,0.79,71.25,81.0,30.63283383,31.39088458,13.77031244
2021-03-31,81,44.55,87.48,67.23,92.34,0.85,76.95,226.0,30.57658358,36.38460588,12.35308205
2021-01-04,226,124.3,244.08,187.58,257.64,2.37,214.7,182.0,28.2620005,66.53622617,9.215685908
2021-02-04,182,100.1,196.56,151.06,207.48,1.91,172.9,185.0,27.65783358,78.26212429,10.49747876
2021-03-04,185,101.75,199.8,153.55,210.9,1.94,175.75,102.0,26.94325,78.27917983,8.502277183
2021-04-04,102,56.1,110.16,84.66,116.28,1.07,96.9,80.0,26.95783333,80.96611525,8.96164675
2021-05-04,80,44.0,86.4,66.4,91.2,0.84,76.0,46.0,27.39325,77.4096835,8.887937292
2021-06-04,46,25.3,49.68,38.18,52.44,0.48,43.7,56.0,27.27241667,74.75475067,8.437884838
2021-07-04,56,30.8,60.48,46.48,63.84,0.59,53.2,53.0,27.27658333,74.95815929,9.230860021
2021-08-04,53,29.15,57.24,43.99,60.42,0.56,50.35,54.0,27.31408333,77.81247358,9.165558021
2021-09-04,54,29.7,58.32,44.82,61.56,0.57,51.3,78.0,27.7245,77.63689033,11.64040413
2021-10-04,78,42.9,84.24,64.74,88.92,0.82,74.1,164.0,28.49950038,65.94361154,12.90917309
2021-11-04,164,90.2,177.12,136.12,186.96,1.72,155.8,116.0,28.53283358,72.07473013,10.99805888
2021-12-04,116,63.8,125.28,96.28,132.24,1.22,110.2,111.0,28.1245,79.40656246,8.654077283
2021-04-13,111,61.05,119.88,92.13,126.54,1.17,105.45,94.0,28.1245,76.93957542,10.0423226
2021-04-14,94,51.7,101.52,78.02,107.16,0.99,89.3,88.0,28.33283333,76.58395808,8.173851108
2021-04-15,88,48.4,95.04,73.04,100.32,0.92,83.6,79.0,28.92658371,75.15590021,8.773430258
2021-04-16,79,43.45,85.32,65.57,90.06,0.83,75.05,65.0,29.37241679,73.26302296,9.798636429
2021-04-17,65,35.75,70.2,53.95,74.1,0.68,61.75,72.0,30.32241704,65.22536413,9.538689532
2021-04-18,72,39.6,77.76,59.76,82.08,0.76,68.4,88.0,29.95158383,70.54546675,6.805302425
2021-04-19,88,48.4,95.04,73.04,100.32,0.92,83.6,67.0,28.83491717,75.80953029,8.720749983
2021-04-20,67,36.85,72.36,55.61,76.38,0.7,63.65,58.0,28.20991692,76.68263317,10.91829626
2021-04-21,58,31.9,62.64,48.14,66.12,0.61,55.1,70.0,28.69116704,78.74262888,11.65812748
2021-04-22,70,38.5,75.6,58.1,79.8,0.74,66.5,79.0,29.56200025,75.56086946,10.37520944
2021-04-23,79,43.45,85.32,65.57,90.06,0.83,75.05,75.0,28.99950025,78.47188917,10.39761804
2021-04-24,75,41.25,81.0,62.25,85.5,0.79,71.25,74.0,28.60366667,77.41850371,8.640255963
2021-04-25,74,40.7,79.92,61.42,84.36,0.78,70.3,129.0,28.39116679,77.51834629,9.692240721
2021-04-26,129,70.95,139.32,107.07,147.06,1.35,122.55,185.0,28.31408333,77.61474837,12.22066051
2021-04-27,185,101.75,199.8,153.55,210.9,1.94,175.75,125.0,28.20575,72.26405296,10.84684368
2021-04-28,125,68.75,135.0,103.75,142.5,1.31,118.75,81.0,28.00158358,76.87427813,11.03491251
2021-04-29,81,44.55,87.48,67.23,92.34,0.85,76.95,72.0,29.72450025,77.38272779,12.04397707
2021-04-30,72,39.6,77.76,59.76,82.08,0.76,68.4,234.0,30.01825025,79.480772,8.207941388
2021-01-05,234,128.7,252.72,194.22,266.76,2.46,222.3,182.0,29.90158358,74.32844408,8.258103454
2021-02-05,182,100.1,196.56,151.06,207.48,1.91,172.9,211.0,29.80575038,76.57009596,9.607613246
2021-03-05,211,116.05,227.88,175.13,240.54,2.22,200.45,90.0,29.65575013,78.52784575,9.786762433
2021-04-05,90,49.5,97.2,74.7,102.6,0.95,85.5,76.0,29.55158383,77.41073471,9.01232095
2021-05-05,76,41.8,82.08,63.08,86.64,0.8,72.2,51.0,30.36408358,73.78218292,10.87575906
2021-06-05,51,28.05,55.08,42.33,58.14,0.54,48.45,64.0,30.14325,78.64844046,8.596017233
2021-07-05,64,35.2,69.12,53.12,72.96,0.67,60.8,55.0,30.24741704,74.9752835,9.200323921
2021-08-05,55,30.25,59.4,45.65,62.7,0.58,52.25,53.0,30.34533358,71.27711563,9.700582317
2021-09-05,53,29.15,57.24,43.99,60.42,0.56,50.35,71.0,29.97866717,76.80612225,10.90123977
2021-10-05,71,39.05,76.68,58.93,80.94,0.75,67.45,199.0,29.86616679,79.28827708,8.972296171
2021-11-05,199,109.45,214.92,165.17,226.86,2.09,189.05,109.0,29.79950037,78.0580395,9.587661733
2021-12-05,109,59.95,117.72,90.47,124.26,1.14,103.55,64.0,30.0932505,78.00445025,9.325933686
2021-05-13,64,35.2,69.12,53.12,72.96,0.67,60.8,65.0,30.04325038,75.22563213,8.8820736
2021-05-14,65,35.75,70.2,53.95,74.1,0.68,61.75,85.0,29.67033383,73.83164983,9.224401017
2021-05-15,85,46.75,91.8,70.55,96.9,0.89,80.75,80.0,29.69533371,72.30256283,11.55698288
2021-05-16,80,44.0,86.4,66.4,91.2,0.84,76.0,47.0,29.70366692,67.4405695,10.87485702
2021-05-17,47,25.85,50.76,39.01,53.58,0.49,44.65,48.0,29.22033346,69.06102538,9.460583875
2021-05-18,48,26.4,51.84,39.84,54.72,0.5,45.6,54.0,29.82033371,71.34653321,12.17160159
2021-05-19,54,29.7,58.32,44.82,61.56,0.57,51.3,88.0,32.17658421,59.06842225,18.26864258
2021-05-20,88,48.4,95.04,73.04,100.32,0.92,83.6,120.0,30.16200025,68.07540533,20.21454146
2021-05-21,120,66.0,129.6,99.6,136.8,1.26,114.0,92.0,27.02033333,88.54752583,47.44779933
2021-05-22,92,50.6,99.36,76.36,104.88,0.97,87.4,81.0,27.30783333,89.09181354,30.85332563
2021-05-23,81,44.55,87.48,67.23,92.34,0.85,76.95,71.0,27.70991667,87.41586888,14.04802249
2021-05-24,71,39.05,76.68,58.93,80.94,0.75,67.45,74.0,28.41616667,82.48700679,8.008716129
2021-05-25,74,40.7,79.92,61.42,84.36,0.78,70.3,71.0,28.77033333,80.18226013,7.245555833
2021-05-26,71,39.05,76.68,58.93,80.94,0.75,67.45,73.0,28.88491667,78.39088254,7.302679804
2021-05-27,73,40.15,78.84,60.59,83.22,0.77,69.35,65.0,28.8745,79.67538017,8.354527121
2021-05-28,65,35.75,70.2,53.95,74.1,0.68,61.75,69.0,28.94533333,81.41839208,12.61696233
2021-05-29,69,37.95,74.52,57.27,78.66,0.72,65.55,55.0,29.24533333,76.64829483,14.73861121
2021-05-30,55,30.25,59.4,45.65,62.7,0.58,52.25,58.0,29.53283333,68.83637567,15.03132092
2021-05-31,58,31.9,62.64,48.14,66.12,0.61,55.1,274.0,29.63908333,74.25676862,16.13207988
2021-01-06,274,150.7,295.92,227.42,312.36,2.88,260.3,149.0,29.08908333,80.51734642,10.80349255
2021-02-06,149,81.95,160.92,123.67,169.86,1.56,141.55,147.0,29.08491667,81.72257721,9.610611192
2021-03-06,147,80.85,158.76,122.01,167.58,1.54,139.65,115.0,28.937,83.00229746,10.48372763
2021-04-06,115,63.25,124.2,95.45,131.1,1.21,109.25,72.0,28.61408333,84.96701163,12.34637223
2021-05-06,72,39.6,77.76,59.76,82.08,0.76,68.4,49.0,28.29116667,86.49338692,11.21409189
2021-06-06,49,26.95,52.92,40.67,55.86,0.51,46.55,76.0,28.387,86.00259338,7.757311508
2021-07-06,76,41.8,82.08,63.08,86.64,0.8,72.2,63.0,28.87658333,84.27778788,7.256909971
2021-08-06,63,34.65,68.04,52.29,71.82,0.66,59.85,64.0,28.72241667,83.64599579,8.666072354
2021-09-06,64,35.2,69.12,53.12,72.96,0.67,60.8,74.0,27.312,86.94280671,8.24368525
2021-10-06,74,40.7,79.92,61.42,84.36,0.78,70.3,117.0,27.55158333,83.85976663,9.658853817
2021-11-06,117,64.35,126.36,97.11,133.38,1.23,111.15,95.0,27.52866667,87.45684142,11.74629283
2021-12-06,95,52.25,102.6,78.85,108.3,1.0,90.25,41.0,27.07658333,90.33839383,10.76190355
2021-06-13,41,22.55,44.28,34.03,46.74,0.43,38.95,56.0,27.04325,90.18132421,12.76841715
2021-06-14,56,30.8,60.48,46.48,63.84,0.59,53.2,64.0,27.43283333,87.03114479,16.24259006
2021-06-15,64,35.2,69.12,53.12,72.96,0.67,60.8,41.0,27.00991667,89.62630775,16.9139391
2021-06-16,41,22.55,44.28,34.03,46.74,0.43,38.95,70.0,27.09741667,90.29684038,12.57572485
2021-06-17,70,38.5,75.6,58.1,79.8,0.74,66.5,72.0,27.52866667,88.924788,14.07210914
2021-06-18,72,39.6,77.76,59.76,82.08,0.76,68.4,68.0,27.40991667,90.11009129,14.48531865
2021-06-19,68,37.4,73.44,56.44,77.52,0.71,64.6,96.0,26.94116667,88.64700121,17.34087375
2021-06-20,96,52.8,103.68,79.68,109.44,1.01,91.2,117.0,26.62658333,91.19090813,17.38625392
2021-06-21,117,64.35,126.36,97.11,133.38,1.23,111.15,92.0,26.262,90.36964217,20.24329008
2021-06-22,92,50.6,99.36,76.36,104.88,0.97,87.4,93.0,26.21408333,89.81515021,20.15290267
2021-06-23,93,51.15,100.44,77.19,106.02,0.98,88.35,85.0,26.01616667,90.52077208,18.99249358
2021-06-24,85,46.75,91.8,70.55,96.9,0.89,80.75,56.0,26.837,87.42393313,16.30546625
2021-06-25,56,30.8,60.48,46.48,63.84,0.59,53.2,67.0,27.70158333,83.96394667,12.76750892
2021-06-26,67,36.85,72.36,55.61,76.38,0.7,63.65,66.0,27.49116667,87.29081671,10.30392338
2021-06-27,66,36.3,71.28,54.78,75.24,0.69,62.7,55.0,27.20158333,89.20852329,10.89102969
2021-06-28,55,30.25,59.4,45.65,62.7,0.58,52.25,60.0,26.36825,90.65019092,13.53236263
2021-06-29,60,33.0,64.8,49.8,68.4,0.63,57.0,56.0,26.17866667,91.88167004,11.49289473
2021-06-30,56,30.8,60.48,46.48,63.84,0.59,53.2,285.0,27.95783333,80.29700442,12.52348238
2021-01-07,285,156.75,307.8,236.55,324.9,2.99,270.75,151.0,27.16825,86.52129371,7.157072746
2021-02-07,151,83.05,163.08,125.33,172.14,1.59,143.45,128.0,26.22033333,90.0194985,5.548588029
2021-03-07,128,70.4,138.24,106.24,145.92,1.34,121.6,101.0,27.69741667,87.09086904,9.874043558
2021-04-07,101,55.55,109.08,83.83,115.14,1.06,95.95,72.0,27.82241667,87.39915883,12.04353258
2021-05-07,72,39.6,77.76,59.76,82.08,0.76,68.4,42.0,28.45158333,79.60433754,17.45097554
2021-06-07,42,23.1,45.36,34.86,47.88,0.44,39.9,74.0,28.15783333,81.95918333,17.8076779
2021-07-07,74,40.7,79.92,61.42,84.36,0.78,70.3,59.0,28.012,85.16571883,13.46567483
2021-08-07,59,32.45,63.72,48.97,67.26,0.62,56.05,58.0,27.88283333,86.32246092,8.514155138
2021-09-07,58,31.9,62.64,48.14,66.12,0.61,55.1,61.0,27.80783333,86.6541845,6.434408958
2021-10-07,61,33.55,65.88,50.63,69.54,0.64,57.95,110.0,28.01616667,86.30845646,5.896498436
2021-11-07,110,60.5,118.8,91.3,125.4,1.16,104.5,218.0,28.52033333,82.95756175,9.42793405
2021-12-07,218,119.9,235.44,180.94,248.52,2.29,207.1,56.0,27.54325,88.83534163,9.700245113
2021-07-13,56,30.8,60.48,46.48,63.84,0.59,53.2,47.0,27.50575,86.07376142,8.025868954
2021-07-14,47,25.85,50.76,39.01,53.58,0.49,44.65,42.0,26.40575,92.14534296,7.587442496
2021-07-15,42,23.1,45.36,34.86,47.88,0.44,39.9,42.0,27.20783333,88.82889079,7.923284046
2021-07-16,42,23.1,45.36,34.86,47.88,0.44,39.9,42.0,27.05783333,90.335761,22.39039415
2021-07-17,42,23.1,45.36,34.86,47.88,0.44,39.9,55.0,26.68491667,90.89662229,17.54290508
2021-07-18,55,30.25,59.4,45.65,62.7,0.58,52.25,52.0,26.39116667,91.51186525,16.02310965
2021-07-19,52,28.6,56.16,43.16,59.28,0.55,49.4,57.0,26.94325,88.58272363,14.09824258
2021-07-20,57,31.35,61.56,47.31,64.98,0.6,54.15,54.0,26.737,90.63264921,18.59220383
2021-07-21,54,29.7,58.32,44.82,61.56,0.57,51.3,63.0,27.00158333,89.54727408,14.78657613
2021-07-22,63,34.65,68.04,52.29,71.82,0.66,59.85,78.0,26.96616667,90.30182117,17.97916029
2021-07-23,78,42.9,84.24,64.74,88.92,0.82,74.1,59.0,26.44325,91.67527667,18.04621125
2021-07-24,59,32.45,63.72,48.97,67.26,0.62,56.05,63.0,26.412,90.79620412,20.4721985
2021-07-25,63,34.65,68.04,52.29,71.82,0.66,59.85,63.0,26.92241667,88.16564179,28.18131725
2021-07-26,63,34.65,68.04,52.29,71.82,0.66,59.85,63.0,26.56825,89.04651762,23.80410917
2021-07-27,63,34.65,68.04,52.29,71.82,0.66,59.85,68.0,26.02866667,90.35733825,20.72459192
2021-07-28,68,37.4,73.44,56.44,77.52,0.71,64.6,68.0,26.65366667,88.87837242,17.0670365
2021-07-29,68,37.4,73.44,56.44,77.52,0.71,64.6,65.0,26.50991667,90.23547675,18.93484104
2021-07-30,65,35.75,70.2,53.95,74.1,0.68,61.75,66.0,26.75575,87.78967729,22.81123446
2021-07-31,66,36.3,71.28,54.78,75.24,0.69,62.7,272.0,27.09116667,84.38749725,23.58627808
2021-01-08,272,149.6,293.76,225.76,310.08,2.86,258.4,150.0,27.29533333,82.90920546,24.94983579
2021-02-08,150,82.5,162.0,124.5,171.0,1.58,142.5,110.0,27.11616667,85.42984058,24.88326213
2021-03-08,110,60.5,118.8,91.3,125.4,1.16,104.5,99.0,27.43491667,82.47636617,24.90569383
2021-04-08,99,54.45,106.92,82.17,112.86,1.04,94.05,69.0,27.42033333,81.36931579,26.58065608
2021-05-08,69,37.95,74.52,57.27,78.66,0.72,65.55,49.0,27.08908333,80.7846295,25.49082229
2021-06-08,49,26.95,52.92,40.67,55.86,0.51,46.55,66.0,26.64741667,85.78366883,21.57227925
2021-07-08,66,36.3,71.28,54.78,75.24,0.69,62.7,71.0,26.37866667,89.12196754,20.39440154
2021-08-08,71,39.05,76.68,58.93,80.94,0.75,67.45,47.0,26.65158333,87.74444754,21.41438683
2021-09-08,47,25.85,50.76,39.01,53.58,0.49,44.65,64.0,27.03283333,86.21519612,19.08532929
2021-10-08,64,35.2,69.12,53.12,72.96,0.67,60.8,176.0,26.94116667,85.74750317,16.77255602
2021-11-08,176,96.8,190.08,146.08,200.64,1.85,167.2,216.0,26.62866667,88.7149,11.68383017
2021-12-08,216,118.8,233.28,179.28,246.24,2.27,205.2,61.0,26.65991667,88.81936121,9.855826458
2021-08-13,61,33.55,65.88,50.63,69.54,0.64,57.95,53.0,26.90991667,87.44519075,10.84167167
2021-08-14,53,29.15,57.24,43.99,60.42,0.56,50.35,51.0,26.54116667,88.23061517,12.36389778
2021-08-15,51,28.05,55.08,42.33,58.14,0.54,48.45,58.0,26.60366667,87.21254788,12.15575338
2021-08-16,58,31.9,62.64,48.14,66.12,0.61,55.1,52.0,26.86408333,85.88345833,13.27103373
2021-08-17,52,28.6,56.16,43.16,59.28,0.55,49.4,48.0,26.68908333,85.65003638,14.04815017
2021-08-18,48,26.4,51.84,39.84,54.72,0.5,45.6,49.0,25.8995,89.8516855,14.05727804
2021-08-19,49,26.95,52.92,40.67,55.86,0.51,46.55,45.0,26.09325,90.2255805,10.29533082
2021-08-20,45,24.75,48.6,37.35,51.3,0.47,42.75,40.0,26.46825,88.11583688,7.953125779
2021-08-21,40,22.0,43.2,33.2,45.6,0.42,38.0,50.0,25.92241667,91.42490125,6.362987904
2021-08-22,50,27.5,54.0,41.5,57.0,0.53,47.5,54.0,25.67658333,93.00054058,7.867159838
2021-08-23,54,29.7,58.32,44.82,61.56,0.57,51.3,48.0,25.50575,92.53696958,10.6599613
2021-08-24,48,26.4,51.84,39.84,54.72,0.5,45.6,52.0,25.90575,88.22767704,10.96615415
2021-08-25,52,28.6,56.16,43.16,59.28,0.55,49.4,47.0,25.44741667,92.74680042,13.45794094
2021-08-26,47,25.85,50.76,39.01,53.58,0.49,44.65,56.0,26.19533333,89.6947665,9.081699838
2021-08-27,56,30.8,60.48,46.48,63.84,0.59,53.2,69.0,26.70575,87.96829413,9.423739942
2021-08-28,69,37.95,74.52,57.27,78.66,0.72,65.55,66.0,26.92658333,89.20270421,8.420246967
2021-08-29,66,36.3,71.28,54.78,75.24,0.69,62.7,74.0,26.87658333,87.06837067,9.770371654
2021-08-30,74,40.7,79.92,61.42,84.36,0.78,70.3,59.0,26.62658333,88.54029313,11.53983351
2021-08-31,59,32.45,63.72,48.97,67.26,0.62,56.05,234.0,26.562,88.78532308,8.332268512
2021-01-09,234,128.7,252.72,194.22,266.76,2.46,222.3,165.0,26.56825,87.45338629,7.647242817
2021-02-09,165,90.75,178.2,136.95,188.1,1.73,156.75,137.0,27.02241667,85.56457775,6.906633667
2021-03-09,137,75.35,147.96,113.71,156.18,1.44,130.15,99.0,26.50783333,89.12698117,9.225347717
2021-04-09,99,54.45,106.92,82.17,112.86,1.04,94.05,78.0,25.96408333,90.86594,11.54538573
2021-05-09,78,42.9,84.24,64.74,88.92,0.82,74.1,39.0,26.362,90.45639312,16.46708933
2021-06-09,39,21.45,42.12,32.37,44.46,0.41,37.05,52.0,26.612,89.01656604,18.06666381
2021-07-09,52,28.6,56.16,43.16,59.28,0.55,49.4,57.0,26.15366667,91.19346504,13.47867173
2021-08-09,57,31.35,61.56,47.31,64.98,0.6,54.15,46.0,26.44533333,91.02299138,10.84970004
2021-09-09,46,25.3,49.68,38.18,52.44,0.48,43.7,54.0,26.2245,90.8571095,9.0643528
2021-10-09,54,29.7,58.32,44.82,61.56,0.57,51.3,172.0,26.65158333,89.03106117,10.66537928
2021-11-09,172,94.6,185.76,142.76,196.08,1.81,163.4,211.0,26.10575,92.71154925,6.401502604
2021-12-09,211,116.05,227.88,175.13,240.54,2.22,200.45,52.0,26.66616667,88.60884717,26.08338704
2021-09-13,52,28.6,56.16,43.16,59.28,0.55,49.4,67.0,26.80991667,88.57079679,22.98066704
2021-09-14,67,36.85,72.36,55.61,76.38,0.7,63.65,66.0,26.73908333,88.47195504,20.57407413
2021-09-15,66,36.3,71.28,54.78,75.24,0.69,62.7,75.0,26.40575,91.72537821,20.52572646
2021-09-16,75,41.25,81.0,62.25,85.5,0.79,71.25,68.0,26.62866667,89.94498392,16.8023804
2021-09-17,68,37.4,73.44,56.44,77.52,0.71,64.6,58.0,26.61825,89.74610613,21.79681058
2021-09-18,58,31.9,62.64,48.14,66.12,0.61,55.1,46.0,26.98908333,84.95376075,20.83473242
2021-09-19,46,25.3,49.68,38.18,52.44,0.48,43.7,48.0,26.54741667,86.84251758,20.88112692
2021-09-20,48,26.4,51.84,39.84,54.72,0.5,45.6,47.0,26.81616667,84.79351863,17.6906485
2021-09-21,47,25.85,50.76,39.01,53.58,0.49,44.65,53.0,26.82241667,83.98990404,15.18832052
2021-09-22,53,29.15,57.24,43.99,60.42,0.56,50.35,58.0,26.32658333,90.01856308,13.43853181
2021-09-23,58,31.9,62.64,48.14,66.12,0.61,55.1,66.0,26.33491667,91.19125113,10.66439113
2021-09-24,66,36.3,71.28,54.78,75.24,0.69,62.7,72.0,26.59533333,90.14379742,9.579111279
2021-09-25,72,39.6,77.76,59.76,82.08,0.76,68.4,64.0,26.05366667,91.49472296,11.16102079
2021-09-26,64,35.2,69.12,53.12,72.96,0.67,60.8,61.0,25.92866667,92.0904245,9.055459646
2021-09-27,61,33.55,65.88,50.63,69.54,0.64,57.95,62.0,26.42658333,90.39832004,7.322573742
2021-09-28,62,34.1,66.96,51.46,70.68,0.65,58.9,45.0,26.70158333,86.78435529,8.411229458
2021-09-29,45,24.75,48.6,37.35,51.3,0.47,42.75,48.0,26.662,85.82502021,7.918539104
2021-09-30,48,26.4,51.84,39.84,54.72,0.5,45.6,244.0,26.712,84.77314175,6.485357229
2021-01-10,244,134.2,263.52,202.52,278.16,2.56,231.8,196.0,25.837,90.26989017,5.542269738
2021-02-10,196,107.8,211.68,162.68,223.44,2.06,186.2,151.0,26.05366667,90.27830175,13.81866005
2021-03-10,151,83.05,163.08,125.33,172.14,1.59,143.45,137.0,26.30575,90.07828542,22.53685192
2021-04-10,137,75.35,147.96,113.71,156.18,1.44,130.15,68.0,26.60366667,89.63088463,16.46211535
2021-05-10,68,37.4,73.44,56.44,77.52,0.71,64.6,33.0,27.14741667,88.91347579,7.074320858
2021-06-10,33,18.15,35.64,27.39,37.62,0.35,31.35,59.0,27.10575,89.28676879,7.872653113
2021-07-10,59,32.45,63.72,48.97,67.26,0.62,56.05,68.0,27.8495,88.76486642,8.462351646
2021-08-10,68,37.4,73.44,56.44,77.52,0.71,64.6,49.0,28.12241667,88.23821504,9.237420887
2021-09-10,49,26.95,52.92,40.67,55.86,0.51,46.55,58.0,28.2745,87.7094685,9.933284054
2021-10-10,58,31.9,62.64,48.14,66.12,0.61,55.1,164.0,28.26616667,88.74430679,6.297465163
2021-11-10,164,90.2,177.12,136.12,186.96,1.72,155.8,193.0,28.40366667,85.96149217,7.568242683
2021-12-10,193,106.15,208.44,160.19,220.02,2.03,183.35,84.0,27.27866667,88.24959358,8.626327267
2021-10-13,84,46.2,90.72,69.72,95.76,0.88,79.8,140.0,27.25783333,88.09101538,7.189768546
2021-10-14,140,77.0,151.2,116.2,159.6,1.47,133.0,141.0,27.16408333,87.56269742,5.5401316
2021-10-15,141,77.55,152.28,117.03,160.74,1.48,133.95,107.0,26.96408333,89.18639129,5.700830083
2021-10-16,107,58.85,115.56,88.81,121.98,1.12,101.65,153.0,27.9245,87.26801325,6.337988967
